roi	subject_id	num_bins	prf_ecc_bins	prf_pcm_bins_median	prf_r2_bins_median	prf_pcm_bins_ci_upper_bound	prf_pcm_bins_ci_lower_bound
V2	176542	4	0.6137811541557312	12.23992734465749	0.2217426872253418	17.082377142128227	2.2503280475961644
V2	176542	5	0.8665062785148621	6.942024620017609	0.4332068634033203	13.688462475015386	1.332839744802928
V2	176542	6	1.5065068006515503	4.913711847744744	0.4892672729492187	8.397761457607972	2.4964068705028204
V2	176542	7	2.668907880783081	3.9189993691650415	0.5414592742919921	8.332307199670355	1.3449123458291958
V2	176542	8	3.708198070526123	2.5801019944035817	0.5431296730041504	5.642976746283899	0.8853178458821983
V2	176542	9	5.931056499481201	1.657638011837698	0.5131403350830078	3.470787445137728	0.6589198233308626
V3	176542	0	0.0881671160459518	20.76557666734194	0.1097362613677978	36.31510915676992	12.726366232084816
V3	176542	1	0.1524802595376968	17.06895236030575	0.1039275550842285	38.926817504101656	11.188741649852128
V3	176542	2	0.202841356396675	17.005558516310924	0.1377794170379638	32.36994634808757	10.91139957754854
V3	176542	3	0.3499618172645569	14.580050512220502	0.2023803520202636	22.551378721781475	10.69366876924372
V3	176542	4	0.5544934868812561	14.573541980785736	0.292123966217041	24.44703219591567	8.44356119908563
V3	176542	5	0.9755678772926332	10.239157805215145	0.4819710159301758	18.473407598847963	5.565078345383276
V3	176542	6	1.454641342163086	7.933714140459942	0.5025457763671874	16.692568662219085	4.346185768405452
V3	176542	7	2.5699386596679688	4.265001503796726	0.5288413619995117	8.260461459648138	2.581377317291869
V3	176542	8	3.768892765045166	3.0779655656533764	0.5476749038696289	5.561165884556021	1.8420850442874177
V3	176542	9	5.791234016418457	1.9302490191852413	0.4266613006591797	3.066762754477083	1.3021901710546877
V1	186949	0	NaN	NaN	NaN	NaN	NaN
V1	186949	1	NaN	NaN	NaN	NaN	NaN
V1	186949	2	NaN	NaN	NaN	NaN	NaN
V1	186949	3	0.430400013923645	7.5072678715539345	0.0636862802505493	10.408935133396035	4.722935624954171
V1	186949	4	0.5517442226409912	10.419412382781344	0.0703374147415161	15.036018320526944	5.3247553479280265
V1	186949	5	0.9293420910835266	8.43836903243502	0.1033474826812744	18.91410337263797	5.980485326411303
V1	186949	6	1.4964361190795898	6.953930656664344	0.1405866718292236	13.37299006763253	3.483380852205594
V1	186949	7	2.291477918624878	4.416545622059816	0.1831631088256836	7.867017959011173	2.3192498983584744
V1	186949	8	4.495433330535889	2.94978528583147	0.251988353729248	5.346734015103812	1.948109293936348
V1	186949	9	5.695301055908203	2.745327114161594	0.3310776519775391	6.715630350403082	1.564650516866393
V2	186949	0	NaN	NaN	NaN	NaN	NaN
V2	186949	1	NaN	NaN	NaN	NaN	NaN
V2	186949	2	NaN	NaN	NaN	NaN	NaN
V2	186949	3	0.4087273776531219	10.062732803136438	0.0709760189056396	18.62832986747345	6.508255872058297
V2	186949	4	0.6207593679428101	10.248542967007925	0.0734370946884155	20.47435423373966	7.545427500038373
V2	186949	5	0.958889663219452	11.779014229203218	0.1719064712524414	16.660725149566236	5.8217733168019805
V2	186949	6	1.608707666397095	5.9963870334351865	0.1504734802246093	12.88920403135822	1.9586513068684508
V2	186949	7	2.251039981842041	4.149634266603975	0.1483754539489746	7.991252352320686	1.5100943697383131
V2	186949	8	4.1282453536987305	2.9369852488080963	0.2509142684936523	4.892515257234191	1.2764932195776155
V2	186949	9	5.702145576477051	2.386099021193199	0.238412914276123	3.343435578476388	0.8579856003787236
V3	186949	0	NaN	NaN	NaN	NaN	NaN
V3	186949	1	NaN	NaN	NaN	NaN	NaN
V3	186949	2	NaN	NaN	NaN	NaN	NaN
V3	186949	3	0.4147916138172149	8.961071159030597	0.0850376510620117	15.807701986537888	1.3238307708731205
V3	186949	4	0.561462938785553	9.8983093808752	0.087489013671875	18.38225658707049	2.2290069391535523
V3	186949	5	0.9520000219345092	9.110438699898662	0.0999937057495117	15.372035320332005	3.132171072833967
V3	186949	6	1.5101542472839358	6.524359036989137	0.158027229309082	12.798553614735122	2.2216655147736364
V3	186949	7	2.6404497623443604	3.0976434878368067	0.1494951248168945	6.079126679134667	1.2244342141181146
V3	186949	8	3.916055679321289	2.5173115559256014	0.2056310844421386	6.052332407097017	1.3147469321453833
V3	186949	9	5.737407684326172	2.2337597666141664	0.2806080055236816	3.642200377338182	1.2498757561790232
V1	200210	0	0.0987022146582603	21.55391093192052	0.1349738216400146	30.137276114642365	19.62367202779184
V1	200210	1	0.1282369047403335	35.23155730794259	0.1958366012573242	46.51237437219755	18.240656466447025
V1	200210	2	0.2106971442699432	34.35957421211091	0.2894405746459961	47.18439420557756	12.35285159060403
V1	200210	3	0.308542788028717	17.39726768282533	0.2602389526367187	31.552895665323373	9.638748095544564
V1	200210	4	0.5836690068244934	11.09479062898231	0.2522947692871093	18.982103854108	6.957133407065849
V1	200210	5	0.9025021195411682	8.851724367966636	0.3202064514160156	21.451947370199232	3.644281910791261
V1	200210	6	1.4808000326156616	6.046709593103931	0.4299986267089843	10.359964283616783	3.330097571769973
V1	200210	7	2.387968778610229	4.762213233028263	0.5252789306640625	7.120834412005535	2.5245038212943856
V1	200210	8	4.040233135223389	3.5595071002549123	0.5218968200683594	5.378722756668143	1.7572102208560234
V1	200210	9	5.6423516273498535	2.852560968927761	0.522310905456543	4.716987846534972	1.2803535107375827
V2	200210	0	0.0643444657325744	37.12959186692881	0.0619194507598876	49.31334548272879	25.58622712702294
V2	200210	1	0.1324042677879333	37.45173098930321	0.1954281997680664	47.48695207781394	19.384131727317925
V2	200210	2	0.2075143009424209	37.93422561713017	0.3429422378540039	47.53847344845056	19.330375503738967
V2	200210	3	0.3667907118797302	24.363427696768227	0.3749981689453125	45.67369995751818	14.28886668525351
V2	200210	4	0.5664029121398926	14.847736906181176	0.4295225143432617	37.05423859095542	9.941267258051
V2	200210	5	0.9276650547981264	11.041829223414735	0.4730054092407226	17.111140531037986	7.217257535593136
V2	200210	6	1.4131345748901367	9.065814562118844	0.566754264831543	15.86138650632584	4.470496230374056
V2	200210	7	2.4001622200012207	4.695906021226432	0.5883026885986328	7.903925623082937	2.9509098528977464
V2	200210	8	3.903927564620972	3.5584737206809263	0.584216651916504	6.012365814955732	2.3348025891568422
V2	200210	9	5.699092388153076	2.456962029528219	0.5200467109680176	3.721472043502093	1.727014414173716
V3	200210	0	0.0881600007414817	15.455528289413497	0.2559124183654785	33.952362730848044	14.412758285075537
V3	200210	1	0.1385081708431244	35.409763429811285	0.303713436126709	46.8596381363912	15.917987739846636
V3	200210	2	0.226507768034935	36.93124988554764	0.3606848907470703	47.64229551379263	16.201578564260547
V3	200210	3	0.3128238916397095	27.59724325571862	0.4465879821777344	45.60850160263064	6.170587252393197
V3	200210	4	0.5542156100273132	16.964813267152945	0.4889606094360351	33.72728605032631	7.792724391695199
V3	200210	5	0.9454552531242372	8.558879539582154	0.538990364074707	15.820411702194155	4.593577983273852
V3	200210	6	1.537989377975464	7.076699885951792	0.551929702758789	12.41691998974452	2.1617111520347376
V3	200210	7	2.297376871109009	4.293449577276248	0.5330435180664063	8.126692835375447	2.1642504351027463
V3	200210	8	3.882088422775269	3.121034294189776	0.466407470703125	5.188231570402269	1.3278973294533858
V3	200210	9	5.682859897613525	2.555095905390413	0.4188494873046875	5.603141919646207	1.3625836587257112
V1	239136	0	NaN	NaN	NaN	NaN	NaN
V1	239136	1	NaN	NaN	NaN	NaN	NaN
V1	239136	2	0.2368449717760086	2.636014570168444	0.1376998424530029	19.0281645858372	1.6866915240900044
V1	239136	3	0.2723974883556366	3.690049604236517	0.1895111846923828	15.248022581836372	2.549157098748174
V1	239136	4	0.5911687016487122	3.786196059515512	0.216719856262207	5.578523105661337	2.644123134224757
V1	239136	5	1.1102163791656494	2.770784179662152	0.3526791381835937	4.17641363679014	2.126380977656596
V1	239136	6	1.5984559059143066	4.859931106192204	0.3359720230102539	10.088230933320627	1.2689984688323523
V1	239136	7	2.6240768432617188	5.348231004384156	0.6327948760986328	9.96233235787765	2.970145591449284
V1	239136	8	3.792400360107422	3.536932379803562	0.693182373046875	10.468019385503547	2.006698698315139
V1	239136	9	5.935297966003418	2.4245010130402664	0.6567353820800781	4.175541437032113	1.318475264355556
V2	239136	0	NaN	NaN	NaN	NaN	NaN
V2	239136	1	NaN	NaN	NaN	NaN	NaN
V2	239136	2	0.2368449717760086	13.760332829566993	0.0633742237091064	13.760332829566993	2.2250195892648503
V2	239136	3	0.3761686980724334	5.121702408370867	0.15354392051696775	16.584258038925523	1.5355599359040593
V2	239136	4	0.5810549259185791	6.362898807123885	0.3234043884277344	8.826898649013131	2.015661878284772
V2	239136	5	0.9872520565986632	6.13797166289547	0.42771404266357416	10.988611743229423	3.934620010265369
V2	239136	6	1.6045653820037842	6.0423096692023925	0.4472007751464844	12.405354608243048	3.061514683116401
V2	239136	7	2.2246408462524414	5.626712063880504	0.462512092590332	13.0017788505738	2.8674097128066443
V2	239136	8	3.784909009933472	4.317343855220675	0.6468133544921875	8.545688725176765	2.1595361156013912
V2	239136	9	5.679438591003418	2.906524107986359	0.6776811981201172	6.841297155862363	1.7073172246852704
V3	239136	0	NaN	NaN	NaN	NaN	NaN
V3	239136	1	NaN	NaN	NaN	NaN	NaN
V3	239136	2	0.2250340729951858	3.715266250933798	0.075189471244812	12.925754311100723	2.6632397226779885
V3	239136	3	0.3271761238574981	15.703541613777633	0.2733560180664062	24.602719475995368	6.260476813744636
V3	239136	4	0.5953315496444702	7.559355514383412	0.2890996360778808	13.996315810401216	4.475365171577996
V3	239136	5	0.9520000219345092	6.563962646098443	0.343526496887207	10.568334117707138	4.175751402871337
V3	239136	6	1.5267852544784544	6.186882343991115	0.3918877410888672	10.241884042170888	2.8282700953668813
V3	239136	7	2.319828987121582	5.273636198927642	0.5744904899597167	10.96062264579186	2.7309416881582704
V3	239136	8	3.828199625015259	3.1307176117640148	0.5697684860229493	6.947698871543503	1.988885475016995
V3	239136	9	6.461695671081543	2.403960158200709	0.5676526260375977	6.802529435454158	1.5184670633935031
V1	365343	0	NaN	NaN	NaN	NaN	NaN
V1	365343	1	0.1340632736682891	28.184234949776226	0.1340473937988281	44.86454848574428	15.096497951816827
V1	365343	2	0.2240000069141388	22.185268465432426	0.1260108375549316	37.68239129129344	10.973158014030677
V1	365343	3	0.3441721498966217	18.6621435803221	0.2021358108520508	39.57293539721356	11.775661880374374
V1	365343	4	0.5998563766479492	12.872742688234244	0.3458439254760742	19.61170236989109	7.977639086144378
V1	365343	5	0.9175310730934144	8.551382125684157	0.3973946380615234	15.034991840853692	5.603762959481016
V1	365343	6	1.42232084274292	8.131635040120358	0.4862375259399414	15.085847355383446	3.673184726723696
V1	365343	7	2.4675064086914062	5.1951147454298905	0.5342665863037109	10.604965266939962	3.181437871578075
V1	365343	8	3.936408281326294	3.8583985411267694	0.5658290481567383	7.201729428955623	2.3839205130397576
V1	365343	9	5.639589786529541	2.838063516123371	0.5399613189697265	4.669778315343871	1.6471795823596074
V2	365343	0	0.0440382212400436	18.09384236018178	0.1196669960021972	45.957502933746994	15.50956317635056
V2	365343	1	0.1290710866451263	30.58087749585051	0.1643428802490234	45.761807850016886	13.619924238760492
V2	365343	2	0.2180682271718979	29.87288129470956	0.1923902702331543	48.38512042633731	13.760349984803538
V2	365343	3	0.3420352637767792	18.320456358813463	0.2806329154968262	31.767014875063698	10.282264338262006
V2	365343	4	0.5586840510368347	13.841526160287298	0.4322251510620117	20.947375485391525	9.800897343192808
V2	365343	5	0.908855140209198	11.33976050768019	0.4280960083007812	17.83668611551762	6.342283205613788
V2	365343	6	1.5045301914215088	7.181163651286914	0.4527576446533203	13.1303323608966	4.533845422025318
V2	365343	7	2.4297978878021245	4.380407523414558	0.5293797683715821	6.585890959221965	3.4510647607601768
V2	365343	8	3.88186287879944	3.613633311248856	0.568545265197754	5.830101979341275	2.1682760120491915
V2	365343	9	5.639932632446289	2.6068993949263275	0.5486563491821289	4.640851635888154	1.701099783102383
V3	365343	0	NaN	NaN	NaN	NaN	NaN
V3	365343	1	0.1419505625963211	15.18612040235424	0.2342374992370605	27.040134820516723	4.295215537820824
V3	365343	2	0.202013686299324	22.976321027975725	0.237830581665039	42.43122271138999	9.27375864106144
V3	365343	3	0.3450431227684021	21.46661993635188	0.2813966941833496	41.69162861803271	11.43038214989149
V3	365343	4	0.5595884919166565	16.266494882842863	0.3513302230834961	26.278151059841107	7.5488856171286685
V3	365343	5	0.934869945049286	9.032565833989478	0.3840865325927734	17.338979451313413	4.142928356797993
V3	365343	6	1.527631759643555	7.16912266663771	0.449953384399414	13.791504051888424	3.038423145737868
V3	365343	7	2.222569227218628	5.0504628185084375	0.4710688018798828	9.130649472844476	1.743399464224281
V3	365343	8	4.104187488555908	2.3300977411208863	0.4291463470458984	4.627785686196543	1.2411114411954316
V3	365343	9	5.678498268127442	2.1285601008336195	0.4442523574829101	4.470018902996797	0.8843329263186829
V1	463040	0	NaN	NaN	NaN	NaN	NaN
V1	463040	1	0.1561738401651382	8.589046417400098	0.1836118698120117	27.233921885733032	7.017606969918725
V1	463040	2	0.2103029489517212	10.899672579660638	0.25524070739746096	25.29356518474774	7.2849882697123025
V1	463040	3	0.3383254408836365	10.729943033254694	0.3127145767211914	20.264231781856548	7.671302749781968
V1	463040	4	0.5958275198936461	12.399448274750789	0.483569450378418	22.293869489517714	7.798569420969442
V1	463040	5	0.8603730201721191	7.973010875335766	0.5243951797485351	11.606028822001493	5.774931734475009
V1	463040	6	1.4822806119918823	5.525924010638976	0.5835350608825683	8.681560124884896	3.8951803340851368
V1	463040	7	2.4542946815490723	3.503371768105637	0.6496965789794922	5.659814948445087	2.4624484262134128
V1	463040	8	3.98292875289917	2.831891337143152	0.6556790161132813	5.2872482038379855	1.8725850479784265
V1	463040	9	5.741247177124023	2.411302098507781	0.6316753768920899	3.952287281228358	1.6063026330005663
V2	463040	0	NaN	NaN	NaN	NaN	NaN
V2	463040	1	0.1561738401651382	9.627987046204757	0.1991124153137207	12.709272941709465	8.696253081924953
V2	463040	2	0.2286235988140106	17.699780101299545	0.3301642990112304	27.01901811230767	11.728232103512177
V2	463040	3	0.3791970610618591	17.113587345076635	0.3969387817382812	24.26060799128867	10.884690400315582
V2	463040	4	0.5353147387504578	13.528361998832429	0.4884022521972656	23.060566613948826	7.850340705595729
V2	463040	5	0.8679546117782593	7.631535305069747	0.4883593368530273	13.200916887562578	4.950256158904273
V2	463040	6	1.5600589513778689	5.953941299651958	0.5224424743652344	9.20920725857273	4.117111666097107
V2	463040	7	2.316102743148804	5.004874196950332	0.644081802368164	8.733643750811318	2.5366981381923024
V2	463040	8	3.9397540092468266	2.6270802027709066	0.6403547668457031	4.380888800526852	1.879894980959328
V2	463040	9	5.742127418518066	2.4669523457282145	0.6771707916259766	4.717392240985451	1.452660601693011
V3	463040	0	NaN	NaN	NaN	NaN	NaN
V3	463040	1	NaN	NaN	NaN	NaN	NaN
V3	463040	2	0.2304452359676361	33.54280274144628	0.3740362548828125	48.97225942147697	13.489851828110712
V3	463040	3	0.3550306558609009	18.133526601787167	0.379666748046875	32.319967742692896	10.989691334963164
V3	463040	4	0.5528324246406555	12.16533657904375	0.5120967483520508	22.02572839270514	4.663806691546328
V3	463040	5	0.9325808882713316	8.821931113493413	0.5481832122802734	14.406203521317048	4.96473616349202
V3	463040	6	1.4517644643783572	7.203705981041108	0.5869559097290039	11.645370290179317	3.0943279853623684
V3	463040	7	2.4136605262756348	4.406130622649286	0.5772306060791016	7.170658057771395	2.0467369314032218
V3	463040	8	3.9727940559387207	2.511850304970905	0.6274546432495117	4.31555628465459	1.5412311946047046
V3	463040	9	5.704546451568604	2.0058331902240285	0.5698426055908203	3.3786763253276044	0.873659426852373
V1	601127	0	NaN	NaN	NaN	NaN	NaN
V1	601127	1	NaN	NaN	NaN	NaN	NaN
V1	601127	2	0.2241536527872085	30.347106123329528	0.1626556015014648	48.13720239572852	9.761623406767828
V1	601127	3	0.3335386514663696	18.333784535850604	0.187108039855957	33.06002939228685	9.1518010443258
V1	601127	4	0.5276432633399963	10.922803011445392	0.2461158561706543	22.4375344674648	5.939040148890975
V1	601127	5	0.9496549963951112	7.96312971946818	0.329977912902832	14.723209640654355	5.59506912664974
V1	601127	6	1.5283253192901611	6.465497102643785	0.4260308074951172	14.833609984604756	3.615484381383569
V1	601127	7	2.3712875843048096	4.321770549245873	0.4943124771118164	7.983223581965575	2.6338205832227573
V1	601127	8	4.027124404907227	3.2499439588744576	0.5465999221801758	5.692104194243603	1.8786832799697184
V1	601127	9	5.735190391540527	2.770013620669022	0.584050407409668	4.821539383907914	1.5427047080185607
V2	601127	0	NaN	NaN	NaN	NaN	NaN
V2	601127	1	0.1560799926519394	19.00998191061309	0.2709237289428711	33.39542163520444	11.50064101088802
V2	601127	2	0.2378130406141281	25.325938843758976	0.240412483215332	44.44381776250356	9.687309905081364
V2	601127	3	0.354120135307312	26.632426582807	0.264617977142334	42.90247229071005	8.80057561062587
V2	601127	4	0.5455580949783325	14.750652753336611	0.3438798141479492	28.51687680926744	1.812329462060725
V2	601127	5	0.9438239932060242	6.925209305012515	0.3689239120483398	12.312493296861753	1.6693760271629878
V2	601127	6	1.6523922681808474	5.66595972247248	0.4413931274414062	12.0900716811807	2.8665163354760126
V2	601127	7	2.2776589393615723	5.075044788230436	0.5068045806884766	11.82092764778183	1.476034239473923
V2	601127	8	4.042112827301025	2.890792172369031	0.5523634147644043	4.655622027054372	1.0024858704229993
V2	601127	9	5.683314323425293	2.719881332468828	0.5742190933227539	5.249659056537576	0.9925026107929142
V3	601127	0	NaN	NaN	NaN	NaN	NaN
V3	601127	1	0.1560799926519394	37.73366572010675	0.2196076583862304	49.703091858423456	24.74519825654444
V3	601127	2	0.2345272302627563	25.90403639488093	0.2635838317871093	42.39194753730191	19.95804832222408
V3	601127	3	0.3638285100460052	24.446072554799127	0.2815408134460449	46.12082518883928	12.36883125497039
V3	601127	4	0.5375567674636841	18.47742262195116	0.2939370346069336	35.771855329194814	9.99084610348142
V3	601127	5	0.9589837789535522	8.425949568234984	0.3915816497802734	15.95669695354862	4.952669376798725
V3	601127	6	1.443520188331604	7.874905112901081	0.461188850402832	15.296178899921756	4.664222339352777
V3	601127	7	2.386202096939087	5.686051578283217	0.4883340072631836	12.59532232270412	2.5716863615509493
V3	601127	8	3.966707229614258	3.122409695413048	0.5032395172119141	6.171292604181758	1.949926900107864
V3	601127	9	5.655086040496826	2.926336470643521	0.5097735977172851	9.260931700475652	1.4657906509209149
V1	751550	0	NaN	NaN	NaN	NaN	NaN
V1	751550	1	0.1255882382392883	23.915604980907663	0.1022325134277343	35.283206342913445	7.016031418257322
V1	751550	2	0.2056092470884323	13.571467337983728	0.10477388381958	33.16242936578646	2.041548972400584
V1	751550	3	0.33939328789711	13.759461200865005	0.2042835426330566	31.41364123668239	1.3134144656995337
V1	751550	4	0.5581696033477783	12.276256650775926	0.29825287818908686	19.96954324383334	6.787805754490335
V1	751550	5	0.9149150252342224	8.949355289342478	0.429703197479248	13.527419938649754	5.44591669439164
V1	751550	6	1.5258519649505615	6.048334752379685	0.4783268737792969	9.125754620936425	2.333709466255958
V1	751550	7	2.4269607067108154	4.148492753081827	0.5768053436279297	8.650958427079177	1.969751663259436
V1	751550	8	3.9436335563659664	2.3886109778161835	0.5986897277832032	5.055989048405909	0.9610041671366388
V1	751550	9	5.668144226074219	2.1370803199881943	0.5884066772460937	3.900144840405809	0.8283065876833614
V2	751550	0	NaN	NaN	NaN	NaN	NaN
V2	751550	1	0.1354845613241195	41.89074631475614	0.1271981048583984	48.64006530910435	26.00740537874444
V2	751550	2	0.2016873210668563	35.45895059586174	0.1365649127960205	46.36510073012963	16.23470588781129
V2	751550	3	0.3794014751911163	14.505897864985709	0.2316571426391601	41.94648517849219	8.54496046975957
V2	751550	4	0.6052994132041931	14.758518292326755	0.38395751953125	29.39575278616505	8.765067465094393
V2	751550	5	0.920146107673645	11.011062583196882	0.4674606323242187	16.777271002150727	5.871303626097373
V2	751550	6	1.448530912399292	7.640729440363548	0.5479194641113281	16.416173394992903	4.288923378601213
V2	751550	7	2.2452940940856934	5.758514846937544	0.573722915649414	10.21773085432556	3.00070018847495
V2	751550	8	4.08031415939331	3.396929600675036	0.6115713882446289	5.3656591567763625	2.2012987085665707
V2	751550	9	5.800472736358643	2.423512463660401	0.6196939849853516	5.34859338508275	1.546961639654562
V3	751550	0	NaN	NaN	NaN	NaN	NaN
V3	751550	1	0.139063075184822	35.87034720704005	0.2081397247314453	48.94258702487078	0.8148609999659733
V3	751550	2	0.2164137810468673	28.502930329701456	0.2301974296569824	48.84038048196599	0.8264725208763525
V3	751550	3	0.3451476991176605	21.29397693261348	0.3530081176757812	38.50823238726196	5.772057493802503
V3	751550	4	0.6082021594047546	15.117974307738574	0.4693846893310547	25.760716509859016	1.0758045764265562
V3	751550	5	0.8860746026039124	10.079421939772416	0.4986434555053711	22.220574607547604	1.7672201658993667
V3	751550	6	1.5095831155776975	6.2321180825577	0.5273740768432618	13.549544538004303	1.588623911366505
V3	751550	7	2.3088595867156982	4.908284059868514	0.6071110916137695	11.504436807374171	1.8276249612056283
V3	751550	8	3.9642186164855953	3.135394862800428	0.5734151458740234	8.89201721607947	0.9296138067369898
V3	751550	9	5.735274791717529	2.6832843803714104	0.5895494079589844	10.814517870803552	0.7625962610559636
V1	859671	0	NaN	NaN	NaN	NaN	NaN
V1	859671	1	0.1359592378139495	13.58353424410084	0.067007360458374	39.74866351516485	3.453028360831824
V1	859671	2	0.2217139154672622	15.271684694272274	0.1408851718902588	34.38866924643382	3.6044950528879567
V1	859671	3	0.3268536925315857	12.868658020155229	0.2827019119262695	18.049488349998963	2.863579038336409
V1	859671	4	0.556360125541687	9.316093288295251	0.317850170135498	15.150814739969125	1.6393913111609324
V1	859671	5	0.8828558325767517	6.779171537752348	0.3828584671020508	12.465506464680296	3.5262307901791683
V1	859671	6	1.52558434009552	4.220888153896914	0.480022964477539	6.444085948475932	1.5982886690669966
V1	859671	7	2.425112009048462	2.9208118464949084	0.5121953582763672	5.214180195292074	1.1285686345478836
V1	859671	8	3.9286613464355473	2.35603210503554	0.5227346420288086	5.288659723623512	0.9472447743082284
V1	859671	9	5.751845836639404	2.328390709685679	0.496206169128418	3.714377016645849	0.807962693256547
V2	859671	0	NaN	NaN	NaN	NaN	NaN
V2	859671	1	0.1311051696538925	27.44032497096026	0.1031340980529785	41.336493135833294	13.826095609500024
V2	859671	2	0.2086817026138305	33.197421523879264	0.1542723751068115	44.92080591709595	14.05483352799074
V2	859671	3	0.3417106568813323	16.54319873916392	0.2118849754333496	24.171276731348826	9.894646197181348
V2	859671	4	0.6100907921791077	11.416305961178155	0.3016586875915527	22.76597476255516	6.024944562154349
V2	859671	5	0.9162802696228026	8.266441738387053	0.3621066284179687	13.878574805445172	4.58652228613909
V2	859671	6	1.5219061374664309	6.80978098701929	0.49219482421875	11.73224648799871	3.707303355099457
V2	859671	7	2.384505033493042	4.25666646934905	0.5059813690185547	6.662213349723013	2.222856915739787
V2	859671	8	3.911396980285645	3.352323291040569	0.547717399597168	5.92431912229856	1.8699087786246704
V2	859671	9	5.686995029449462	2.7372308634943607	0.5267116546630859	5.011276155811216	1.320475044627986
V3	859671	0	NaN	NaN	NaN	NaN	NaN
V3	859671	1	0.1558522880077362	25.75428904586542	0.15159046173095694	36.991489766320726	11.239823570863742
V3	859671	2	0.2192810028791427	27.931366014394143	0.150442419052124	41.49712596304348	14.588972799148326
V3	859671	3	0.3484562635421753	17.971380540829845	0.2041604614257812	25.6116103228739	11.568000444861934
V3	859671	4	0.6216534376144409	12.215721325592424	0.2249488830566406	18.557335886957222	7.223185940885414
V3	859671	5	0.921310007572174	12.39207311603478	0.4190083694458008	17.702798381663584	6.800140714854076
V3	859671	6	1.526566505432129	8.119368164560832	0.4530162048339843	13.08753276619049	3.792873032767151
V3	859671	7	2.409762620925904	4.526248922451281	0.4795635986328125	7.261135647023893	2.7606896511158148
V3	859671	8	3.91317629814148	3.556946319878222	0.5123140716552734	7.338126066907437	2.0937239831852947
V3	859671	9	5.568005561828613	3.081712293662751	0.4668431854248047	6.006258196023562	1.5698611142104824
V1	927359	0	NaN	NaN	NaN	NaN	NaN
V1	927359	1	0.1560799926519394	10.077396045205736	0.1512205028533935	35.16407046130998	9.116837705750546
V1	927359	2	0.2158269584178924	20.037924902559027	0.1465522003173828	32.66355937369155	9.965105227936116
V1	927359	3	0.3498283326625824	14.197190151253965	0.1451809406280517	26.318815000207024	8.127463459294653
V1	927359	4	0.5980482697486877	10.907219636472735	0.22249662399291986	20.25343362106177	7.606722942851936
V1	927359	5	0.9372223019599916	7.000405562702513	0.2331804656982422	11.129910126441052	4.651046116585972
V1	927359	6	1.5746488571166992	7.589781695297216	0.3793632507324219	12.73743059045708	4.008685439164159
V1	927359	7	2.305314064025879	4.974691420149033	0.5269762420654297	8.797748469692012	2.673397733758445
V1	927359	8	3.9147989749908447	3.5556472822607947	0.5485638427734375	6.46440337235455	2.101970067384792
V1	927359	9	5.687656879425049	2.658729555210326	0.540557861328125	5.400637983728385	1.4301550290451166
V2	927359	0	NaN	NaN	NaN	NaN	NaN
V2	927359	1	0.1560799926519394	20.900363824403787	0.1372444629669189	36.77263302319498	15.972080983513935
V2	927359	2	0.2241144776344299	31.000764869511325	0.1466207504272461	44.49170175981879	16.568546734413957
V2	927359	3	0.3664094507694244	35.22715007647072	0.1929239082336425	46.51768795699724	16.606039998784997
V2	927359	4	0.589092493057251	19.84764706617355	0.215083065032959	31.06191975656533	9.70554689776742
V2	927359	5	0.8583141565322876	14.92401700307228	0.2907018089294433	22.52443588678367	7.160012202084874
V2	927359	6	1.5294013023376467	7.102929045735658	0.2849742126464843	11.151144336509825	4.644528982775225
V2	927359	7	2.305524826049804	5.127116440300951	0.4437131118774414	10.576217522583978	2.6559544252110165
V2	927359	8	3.902924537658691	3.64644212106531	0.5672197341918945	7.876371450577524	1.8008365216699134
V2	927359	9	5.699581623077393	2.748855223563298	0.492276496887207	5.671737390942581	0.9310081831107676
V3	927359	0	NaN	NaN	NaN	NaN	NaN
V3	927359	1	NaN	NaN	NaN	NaN	NaN
V3	927359	2	0.2370223999023437	23.64112456920948	0.1753250885009765	47.28959250756549	2.240620162936521
V3	927359	3	0.3363208174705505	23.31555368132699	0.1546950912475586	42.95349640809337	5.255026618581214
V3	927359	4	0.5434758067131042	15.113122408370684	0.18785249710083	28.93749751067578	6.181065508952732
V3	927359	5	0.9253061413764954	9.66322828256588	0.3183209991455078	24.391944776222868	3.283217087523577
V3	927359	6	1.6805566549301147	5.488669232228604	0.3681611251831054	14.90525947658084	2.26972782882369
V3	927359	7	2.437415838241577	5.433015406723842	0.4642523574829101	10.712225789493242	1.6712155024629312
V3	927359	8	3.81564211845398	3.109483888459607	0.4570230865478515	6.675726480926735	1.517474098815317
V3	927359	9	5.729702472686768	2.0085446457372025	0.4810578918457031	3.486709207420671	0.7611783676412899
V1	105923	0	NaN	NaN	NaN	NaN	NaN
V1	105923	1	NaN	NaN	NaN	NaN	NaN
V1	105923	2	0.2277731001377105	14.344253687092849	0.2327114868164062	30.03325916410188	9.335126263263062
V1	105923	3	0.3603160083293915	12.868471092011188	0.3768902969360351	21.452574269017568	9.078664659522037
V1	105923	4	0.5632432699203491	11.039845637943976	0.4477736282348633	18.425532038612378	7.239406795164924
V1	105923	5	0.8940849304199219	7.957090528208676	0.5097509002685547	19.435063261397588	4.487637027910183
V1	105923	6	1.472135305404663	5.49862019934873	0.556826515197754	9.305031995473405	2.804018577056218
V1	105923	7	2.476470947265625	4.612939761213051	0.5738885498046875	9.058436907122047	2.7314729942430613
