roi	subject_id	num_bins	prf_ecc_bins	prf_pcm_bins_median	prf_r2_bins_median	prf_pcm_bins_ci_upper_bound	prf_pcm_bins_ci_lower_bound
V2	131217	2	0.205874428153038	30.74527755071076	0.190554084777832	42.48463367734156	11.25180065885504
V2	131217	3	0.3347102403640747	17.308519195034986	0.2648031616210937	22.978779814001605	8.564261752917663
V2	131217	4	0.5580242872238158	13.17181285776676	0.4347173690795898	26.39666227389089	3.1878041437136595
V2	131217	5	0.921685755252838	10.10926719586375	0.49373291015625	18.46652760191355	3.986534259599762
V2	131217	6	1.4675055742263794	6.676563017008115	0.5291171264648438	13.864859989503376	2.319476674004623
V2	131217	7	2.275728225708008	3.713814658074962	0.5700309562683106	6.9374188788049125	1.716612571935988
V2	131217	8	3.976856231689453	2.808762460815959	0.6118272399902344	4.896122802126064	1.2144876213515137
V2	131217	9	5.644397735595703	2.3194719063761777	0.5536310577392578	4.503706062052029	0.8087891812602472
V3	131217	0	NaN	NaN	NaN	NaN	NaN
V3	131217	1	0.137575626373291	37.59601877010987	0.1887682723999023	47.958660452633865	12.321330975858762
V3	131217	2	0.223996564745903	33.00543913690783	0.2246856117248535	47.56313842636517	12.981541915288917
V3	131217	3	0.3565206229686737	22.893926257273183	0.3907023620605468	40.6129624866797	12.351389029791209
V3	131217	4	0.567627489566803	16.193472617422252	0.4280569458007812	30.36541034417035	10.376095610609868
V3	131217	5	0.9111909866333008	10.612333147601642	0.4905282974243164	22.263002000850985	6.531504359386649
V3	131217	6	1.4949556589126587	6.642720542714845	0.497018814086914	12.521260394642402	2.8361080450437983
V3	131217	7	2.4044134616851807	5.070870706254649	0.5180863189697266	12.172245082562926	2.3932878006517075
V3	131217	8	3.835806369781494	2.7471853385139915	0.4878333282470703	5.256785208547088	1.377505288285335
V3	131217	9	5.701962947845459	2.3313027872605345	0.4222746658325195	4.807968556967612	1.0701735070842908
V1	146937	0	0.0512931868433952	9.727149929379344	0.0764057064056396	14.803238563739235	5.916694609287464
V1	146937	1	0.1560799926519394	12.661193590629589	0.0550650978088378	17.078707530162347	5.987826132101205
V1	146937	2	0.2316124439239502	28.34502853470568	0.1753485870361328	45.7507184319085	9.75814671031944
V1	146937	3	0.3442392945289612	16.694759407798653	0.261063346862793	23.93929885401578	4.038991269252422
V1	146937	4	0.5580766797065735	12.401184651320882	0.4304582977294922	17.5945732123831	6.485018559925512
V1	146937	5	0.9079153537750244	8.408324192404665	0.4515264129638672	13.281868144649604	3.635833323540968
V1	146937	6	1.5275434255599976	5.97198704347013	0.5745138549804687	8.963546863348821	3.5857670086695044
V1	146937	7	2.3940558433532715	3.7450090225237096	0.6402882385253906	6.173691732190801	1.6683846318333535
V1	146937	8	3.989921092987061	2.702158868206052	0.6596372222900391	5.218433466217628	1.038935050749265
V1	146937	9	5.725260257720947	2.1684579533699737	0.6204435729980469	3.435228623008305	0.7729455689351878
V2	146937	0	0.0996475890278816	21.821110075007123	0.2311603355407714	38.14406597494846	21.199674203733405
V2	146937	1	0.128755897283554	19.474306382828782	0.1150969314575195	33.85398419539281	12.570398773066858
V2	146937	2	0.2092954516410827	22.606503342186013	0.2965053939819336	43.17898113120622	1.316582848801808
V2	146937	3	0.3420847654342651	26.62696835226093	0.4100960540771484	44.10695487582165	3.05253818830057
V2	146937	4	0.559084951877594	14.467616338944364	0.465364875793457	42.24319061984757	7.648694597038664
V2	146937	5	0.9180804491043092	12.063221690145337	0.5197821235656739	19.1501052102648	5.79466081126946
V2	146937	6	1.51177179813385	5.85291429420233	0.6169749450683594	10.469778561898698	2.0704439591649795
V2	146937	7	2.4116225242614746	4.84846701198261	0.6604962158203125	8.678738806205635	2.3816768996847344
V2	146937	8	3.990625143051148	2.929169794685837	0.6338273239135742	4.908036565755648	1.4335846779831534
V2	146937	9	5.714025974273682	2.4974117898811	0.6185649490356445	3.6563388367833896	1.2871231426411291
V3	146937	0	0.0996475890278816	25.92447905684349	0.2311603355407714	27.34735411127832	25.92447905684349
V3	146937	1	0.1548228710889816	18.97660826577932	0.3053570938110351	32.12014913614428	8.204308974294067
V3	146937	2	0.2127771228551864	21.00877272462569	0.3256267929077148	40.542859787308615	10.892087893830714
V3	146937	3	0.3082391619682312	19.695338546552858	0.3541848754882812	45.449533880075066	9.59416953137011
V3	146937	4	0.5568075180053711	16.952146854995608	0.446272087097168	44.137708044048026	7.561885908287704
V3	146937	5	0.8838208317756653	10.029648304280563	0.4619570541381836	13.969531112217846	4.079930051391693
V3	146937	6	1.4947305917739868	7.129075492491961	0.5766962814331055	14.31235937539071	3.117131105054956
V3	146937	7	2.500622034072876	4.101158648396299	0.5811390686035156	7.470480966936021	1.7173721214497144
V3	146937	8	3.9435606002807617	2.4176085338847377	0.5246062850952149	4.204281662733628	1.1035216435653186
V3	146937	9	6.251009941101074	2.459318879720701	0.5592358016967773	7.8660219466875585	0.996646962046414
V1	167036	0	NaN	NaN	NaN	NaN	NaN
V1	167036	1	0.135578379034996	12.791642206783472	0.1917147064208984	36.55204537429164	5.352329468884675
V1	167036	2	0.2124685198068618	12.246349104600911	0.1260128593444824	20.65688156095129	5.3163755684889935
V1	167036	3	0.3855111300945282	11.751550955691243	0.3540703582763672	44.714388428140055	6.854486338134631
V1	167036	4	0.5603317618370056	19.64417295559616	0.3774262619018554	47.00598278841867	6.115465978365795
V1	167036	5	0.770034670829773	8.417675040769113	0.4579335403442383	19.29496326583361	4.482889168517969
V1	167036	6	1.5066100358963013	6.368579967182717	0.5224674987792969	9.076298628408594	2.15014387353367
V1	167036	7	2.325522899627685	5.062080048362809	0.5976358795166016	10.093374372692953	1.0349530094562889
V1	167036	8	3.8487918376922607	3.257760077134938	0.5948664093017578	6.704615186493966	1.8069796624589065
V1	167036	9	5.737820148468018	2.301340404740843	0.5391058349609374	3.684257495734105	1.1923792591672129
V2	167036	0	0.0968256443738937	19.298125631721263	0.051221489906311	20.19069430090104	13.430334863148996
V2	167036	1	0.142347902059555	34.57604792868852	0.1917147064208984	41.79938703696676	10.66555534152659
V2	167036	2	0.2310246080160141	23.94819595310129	0.1792329597473144	45.30554651380228	11.253079196563602
V2	167036	3	0.3402773737907409	21.12291618575824	0.2521797370910644	36.2470362472841	10.89345465281346
V2	167036	4	0.5606128573417664	11.889835961638289	0.2260529327392578	26.27390819133976	5.15671905046499
V2	167036	5	0.926799476146698	8.967660598838663	0.43265649795532224	14.580041614459503	5.188981026960439
V2	167036	6	1.527393817901611	7.625494066284611	0.5008811187744141	12.3496888572332	4.472272522825755
V2	167036	7	2.36240029335022	5.376061984230991	0.5546826553344727	11.55498720621348	1.8763146443967824
V2	167036	8	3.533554553985596	3.3795866865131585	0.593681697845459	6.031230982796687	1.0523996327692529
V2	167036	9	5.652554512023926	2.0986662838791514	0.5206996154785156	4.645863066508745	0.8293237142106761
V3	167036	0	NaN	NaN	NaN	NaN	NaN
V3	167036	1	0.1521270424127578	10.908397719647754	0.1699364852905273	12.0431030129555	10.019299588040624
V3	167036	2	0.2510953545570373	26.490717589668616	0.2319939804077148	34.60652006258903	8.209202572813263
V3	167036	3	0.3467829525470733	21.15856544725334	0.2740760993957519	32.521278994283755	9.252237645599756
V3	167036	4	0.5335381031036377	18.114013471472408	0.4806210327148437	25.05915813208341	10.921026698795792
V3	167036	5	0.9224032759666444	10.944887521841624	0.3765908050537109	17.25658175626131	5.046597869665016
V3	167036	6	1.4808000326156616	7.372268816789366	0.4508482360839844	12.27542908868833	3.4907498246723634
V3	167036	7	2.5119099617004395	5.369896376077997	0.4640264511108398	11.29124303703746	2.166058106217432
V3	167036	8	3.871999979019165	2.848435306799154	0.483835334777832	5.397207306934662	1.4772186029494698
V3	167036	9	5.599040985107422	2.097238448985692	0.4874460220336914	4.830767376179963	0.9844187419834708
V1	177746	0	NaN	NaN	NaN	NaN	NaN
V1	177746	1	NaN	NaN	NaN	NaN	NaN
V1	177746	2	NaN	NaN	NaN	NaN	NaN
V1	177746	3	0.4115543961524963	10.277849764649986	0.1281955242156982	25.430733464428865	6.359054381981363
V1	177746	4	0.6074869632720947	8.786618180655706	0.2699339294433593	13.663760632998196	6.717505137125606
V1	177746	5	0.9193880558013916	9.361932136692444	0.5035736465454101	19.60544775821488	5.788856421006468
V1	177746	6	1.492244839668274	7.193784381352424	0.5726987075805664	13.105926350260937	4.260756746742253
V1	177746	7	2.4550468921661377	4.39050836886139	0.6115952682495117	8.316347089362507	2.816944878540833
V1	177746	8	3.936755895614624	3.3248215161890537	0.6292082595825196	6.961447422703366	2.2079589786706446
V1	177746	9	5.687856674194336	2.62192034428987	0.6014488983154297	4.374830528547687	1.8083796120702955
V2	177746	0	NaN	NaN	NaN	NaN	NaN
V2	177746	1	NaN	NaN	NaN	NaN	NaN
V2	177746	2	0.2368656396865845	40.27001579240415	0.0814266204833984	46.31198675018461	7.965043493040357
V2	177746	3	0.3427698016166687	26.73288414375221	0.2100128555297851	47.082895129795375	10.159797452206448
V2	177746	4	0.5693138837814331	14.520897168504424	0.3965051460266113	23.41943369099189	9.208506250803287
V2	177746	5	0.9323593974113464	9.96631982899309	0.5617477798461914	16.901697930576887	7.426779488064783
V2	177746	6	1.4808000326156616	8.080902655648368	0.6184261322021485	12.114950172674057	4.945899567692639
V2	177746	7	2.46777081489563	5.113889259260663	0.6342461776733398	8.594891149447326	2.875122657027016
V2	177746	8	3.918795585632324	3.511120370611576	0.6680946350097656	6.918970736988286	2.4455326240529995
V2	177746	9	5.68001127243042	2.849921114683335	0.6425831604003907	4.415919168074943	1.9065531060291456
V3	177746	0	NaN	NaN	NaN	NaN	NaN
V3	177746	1	NaN	NaN	NaN	NaN	NaN
V3	177746	2	NaN	NaN	NaN	NaN	NaN
V3	177746	3	0.4018585085868835	22.1865367571298	0.3005284690856933	38.01149997633366	5.90546875527137
V3	177746	4	0.5589242577552795	15.070683927542673	0.4478446960449219	33.21560112267504	2.897240032373817
V3	177746	5	0.9262906908988952	10.605961777966025	0.5720696258544922	18.19790811083085	4.44727614880171
V3	177746	6	1.2534236907958984	7.47059270825334	0.5947098541259765	14.129521275962112	2.7170471812650185
V3	177746	7	2.3498411178588867	3.5782443691445303	0.5529262542724609	7.230877965075874	1.3750215988913936
V3	177746	8	3.820841550827026	2.438205643057983	0.5813905715942382	4.691654431792292	1.1829421641019
V3	177746	9	5.625650882720947	2.51243882981667	0.6114711761474609	4.547299330997614	0.890915077662784
V1	191336	0	NaN	NaN	NaN	NaN	NaN
V1	191336	1	0.1560799926519394	8.358943535299304	0.1082187843322753	27.79594006270781	2.479686554543159
V1	191336	2	0.2317311316728591	13.729215224002315	0.1277598762512207	28.190566577392342	5.428361202732403
V1	191336	3	0.3591646552085876	21.18881470786923	0.20221147537231443	36.97703483779818	7.619329161357562
V1	191336	4	0.5455335378646851	15.028869673594766	0.2699211883544922	29.36095436701582	7.492966507414994
V1	191336	5	0.9520000219345092	7.237061583335084	0.270209903717041	12.163387378230244	5.079608202417423
V1	191336	6	1.5060185194015503	6.1286791612524505	0.4906770706176758	11.517851841924552	3.2456386536832023
V1	191336	7	2.5660431385040283	3.912913252407775	0.612335205078125	8.004599173742923	1.9626979156035271
V1	191336	8	4.014475345611572	2.7722857878077045	0.6082424926757812	4.443712014145673	1.7278604095306944
V1	191336	9	5.771565437316895	2.221234453932147	0.5471221923828125	4.124361185612932	1.2785882530486736
V2	191336	0	NaN	NaN	NaN	NaN	NaN
V2	191336	1	0.1449303179979324	37.65063790311157	0.1158077716827392	42.7041668120785	12.274164912491102
V2	191336	2	0.1930093765258789	22.050705571341325	0.0981655120849609	47.64895803448745	10.514400626028571
V2	191336	3	0.3525547683238983	20.853122110178937	0.2087524032592773	38.82720730771508	10.90637434128226
V2	191336	4	0.5412765145301819	13.26239505850288	0.2344963455200195	25.920182871032218	10.981982181206648
V2	191336	5	0.9241842031478882	11.100018701391296	0.389057388305664	15.411042029832217	6.1413015379926765
V2	191336	6	1.5081133842468264	7.212533454711677	0.4970037841796875	14.404833914781822	4.287185827478433
V2	191336	7	2.25879454612732	4.7698963132294665	0.5354411697387695	7.632621301462881	2.7073560250357454
V2	191336	8	3.967785596847534	3.0841615459040543	0.5930575561523438	6.5813170944421655	1.861517649340416
V2	191336	9	5.716035842895508	2.505089378322672	0.5791119384765625	3.939979301910753	1.511772475538527
V3	191336	0	NaN	NaN	NaN	NaN	NaN
V3	191336	1	0.1347941309213638	20.966600331774345	0.106330451965332	36.86445400427122	9.199407503805872
V3	191336	2	0.1957328170537948	25.160284142856607	0.118054027557373	40.328833334337205	6.121539400441815
V3	191336	3	0.3588065505027771	17.538237799424163	0.13914922237396235	32.60300741727639	5.112205185192976
V3	191336	4	0.5597965717315673	18.068554672487355	0.250661678314209	30.36375442452282	8.10894004958941
V3	191336	5	0.9189701676368712	10.117710575221228	0.3566342544555664	18.30088540972073	4.693807171564371
V3	191336	6	1.5112016201019287	5.880410901391716	0.4705270004272461	13.755361651077177	2.686974637974675
V3	191336	7	2.392966985702514	4.474905803574472	0.5273994064331055	9.38470893982605	1.7955298703631188
V3	191336	8	3.909070253372193	2.928654012104213	0.6262894821166992	5.365242688325111	1.4456120312884446
V3	191336	9	5.747762203216552	1.923106154923493	0.6208397674560547	3.5990022597106583	0.9634685422512898
V1	201515	0	NaN	NaN	NaN	NaN	NaN
V1	201515	1	NaN	NaN	NaN	NaN	NaN
V1	201515	2	0.2372121214866638	21.13108882399242	0.3451351928710937	40.30601972464874	6.347743140901494
V1	201515	3	0.3459048867225647	13.045270803381724	0.2844404029846191	32.75467670206769	7.727793446538496
V1	201515	4	0.5648186206817627	13.467532173451904	0.4107832336425781	38.15020464567819	7.426495583365668
V1	201515	5	0.922230303287506	10.077854192277108	0.5073152923583985	22.33044500922669	4.796615717817631
V1	201515	6	1.4808000326156616	6.779440370812216	0.5435753631591796	14.546506912329496	3.403709123439292
V1	201515	7	2.6559998989105225	3.881106386746385	0.5584811401367188	6.125040570952539	2.3472260970344063
V1	201515	8	3.957646608352661	2.753101924076008	0.6000283813476562	4.058317560352938	1.4359990490644523
V1	201515	9	5.763349533081055	2.163283720729269	0.5906700897216797	3.2709381669921784	0.7239000445952217
V2	201515	0	NaN	NaN	NaN	NaN	NaN
V2	201515	1	NaN	NaN	NaN	NaN	NaN
V2	201515	2	0.2451393604278564	34.26733955767955	0.3041095161437988	42.49261104846503	3.9993983448429127
V2	201515	3	0.3412199914455414	20.613128309071502	0.336739616394043	43.78587183028032	3.91677019045914
V2	201515	4	0.5712763071060181	11.87442456617414	0.3957466125488281	19.48247015123517	5.537197607600493
V2	201515	5	0.9442560076713562	9.390893970684338	0.5075254440307617	15.020790935855633	3.123276095722923
V2	201515	6	1.4605082273483276	6.4042122861545545	0.5848345184326171	15.381037069032184	3.206670005467045
V2	201515	7	2.5372140407562256	4.445719889598062	0.5979813385009766	8.55802744103912	2.142949704607283
V2	201515	8	3.87203311920166	3.385411579920357	0.5823891067504883	5.94508048106608	1.3192545465400425
V2	201515	9	5.675749778747559	2.444180073274588	0.4982371520996094	3.420248717889912	1.0742019653033492
V3	201515	0	NaN	NaN	NaN	NaN	NaN
V3	201515	1	0.1442737430334091	22.21084993551191	0.1838430738449096	27.41874022424544	7.888799776038207
V3	201515	2	0.2391426265239715	28.6033337406502	0.3086520957946777	44.80366053180906	8.250247076750023
V3	201515	3	0.3497914671897888	29.404933990812555	0.4039022827148437	47.30721393165374	15.92899550473996
V3	201515	4	0.5690972805023193	21.161358256868105	0.4746430969238281	38.97745772585304	7.102569572519361
V3	201515	5	0.9157685041427612	12.7289217046745	0.5079883956909179	24.12285173486373	4.835115073926242
V3	201515	6	1.4810905456542969	6.045500154727274	0.5239855194091797	13.27036664044408	3.0490925429583187
V3	201515	7	2.5268561840057373	4.564804961676833	0.5664316940307618	10.53274911366707	1.5405843792573382
V3	201515	8	3.809788703918457	2.9921292725047097	0.5473555755615235	6.731537059499539	1.5832925641809588
V3	201515	9	5.672398090362549	2.497229951239457	0.4707789611816406	4.502667311758959	1.1908177404570546
V1	251833	0	NaN	NaN	NaN	NaN	NaN
V1	251833	1	NaN	NaN	NaN	NaN	NaN
V1	251833	2	0.2556207180023193	4.599740366667008	0.1874480247497558	9.632064314713444	2.823648762385852
V1	251833	3	0.4168655276298523	7.974354134954522	0.3981781005859375	11.89061315268252	1.1997637971515942
V1	251833	4	0.5974824428558351	8.547440436232385	0.2577027130126953	12.09066036797633	3.281474900459238
V1	251833	5	0.9216909408569336	7.347339371438993	0.4430824661254883	11.468552139576602	3.981812171849679
V1	251833	6	1.5243641138076782	5.503915485117985	0.6165115737915039	9.484327287417129	2.5091832601545963
V1	251833	7	2.310194730758667	3.4728599895982275	0.6897628021240234	5.974808965316363	1.525918681078079
V1	251833	8	3.9639594554901127	2.398855189147446	0.7292789459228516	4.035786518642635	1.0054652990398203
V1	251833	9	5.669660568237305	1.842983097953906	0.6894239044189453	3.4544849893852234	0.7559142939213903
V2	251833	0	NaN	NaN	NaN	NaN	NaN
V2	251833	1	0.1250868588685989	5.307593534823165	0.067622480392456	9.195217110213402	5.307593534823165
V2	251833	2	0.2313455939292907	21.11938749112617	0.079241394996643	26.686214129532274	8.233175740764292
V2	251833	3	0.3993865251541137	29.713751986897385	0.4563002586364746	43.916248926163455	5.302679143670698
V2	251833	4	0.5552069544792175	14.417428784214904	0.5311861038208008	37.812134948380375	4.104974169903132
V2	251833	5	0.9208701252937316	11.624910450791132	0.5985039520263672	17.902795266867223	4.977092065623211
V2	251833	6	1.5718449354171753	6.310444720526236	0.5779491043090821	11.855470166829663	2.4314295249300173
V2	251833	7	2.28113341331482	4.071249494670425	0.6446465301513672	8.726852977986807	1.7442629701022074
V2	251833	8	4.015126705169678	2.898152117175682	0.6369258117675781	4.6044246751506925	1.4014819188173837
V2	251833	9	5.687410831451416	2.2031634977811168	0.6358711242675781	3.461986342471229	1.1224009180015464
V3	251833	0	NaN	NaN	NaN	NaN	NaN
V3	251833	1	0.1365154683589935	15.06696532684422	0.1657852554321289	24.80275427952585	1.5191581685188458
V3	251833	2	0.2128360271453857	18.96799560879453	0.3921074295043945	33.68221856433391	2.391332960375354
V3	251833	3	0.3398229479789734	19.426699492492105	0.4775678634643555	33.113095059935915	4.724472735026499
V3	251833	4	0.5330840945243835	15.10966963818401	0.5240812301635742	20.55207425638527	3.8339504402350473
V3	251833	5	0.9126138687133788	11.484301115749624	0.6191646957397461	24.907488330030425	3.3487485154658607
V3	251833	6	1.4764426946640017	5.807637758611159	0.6404646301269531	12.432731935308835	1.9174179757904253
V3	251833	7	2.3358004093170166	3.607939661146796	0.6335349273681641	6.020323543085044	0.8112748245788924
V3	251833	8	3.984259605407715	2.583232058267925	0.6380091857910156	5.398934076332693	1.1498103024516662
V3	251833	9	5.724367618560791	2.1280274724861328	0.5434331893920898	3.644935717425139	0.9097651165108018
V1	385046	0	NaN	NaN	NaN	NaN	NaN
V1	385046	1	0.1306819021701812	26.836034129251622	0.1050607585906982	44.6068194229123	2.0069517423036727
V1	385046	2	0.2250319123268127	32.63364273816543	0.2241814041137695	47.58844275426947	13.112680957164429
V1	385046	3	0.3271999955177307	15.222432202013556	0.2073453712463379	23.28339540150309	2.431806528075859
V1	385046	4	0.5649300813674927	11.175733077288024	0.2217752838134765	14.778459199602516	1.6663576618381757
V1	385046	5	0.851486325263977	9.578479888727909	0.3802975463867187	18.500822439343533	2.283981600375868
V1	385046	6	1.5073059797286987	6.7547924034184925	0.4900156402587891	12.94486065675447	1.2124673283003182
V1	385046	7	2.3984057903289795	4.705938612613348	0.59894287109375	12.66515744099987	1.1493443207706704
V1	385046	8	3.932165145874024	2.938280555017253	0.6102577590942383	7.723679064283336	1.4652292199910102
V1	385046	9	5.691826820373535	2.217215298092333	0.5770812606811524	4.379723108801328	1.2301866179522714
V2	385046	0	NaN	NaN	NaN	NaN	NaN
V2	385046	1	0.1291807740926742	24.285864991754927	0.0959139442443847	39.45222630089523	18.093452695107604
V2	385046	2	0.2080801725387573	34.63745196322267	0.1920552253723144	46.07190650185949	19.642294620334354
V2	385046	3	0.335704505443573	21.869875309853544	0.2034983921051025	42.29148405095213	13.269924948690198
V2	385046	4	0.5278756618499756	13.303208033824635	0.38222383499145507	25.79091174417028	7.952891686186655
V2	385046	5	0.922551453113556	12.00912457005283	0.4523805999755859	20.01778074401473	6.082609790594766
V2	385046	6	1.4820713996887207	8.819709928115214	0.4784988784790039	14.77743936374363	4.295558186735726
V2	385046	7	2.540937185287476	5.683184610136867	0.5486091232299805	9.708039787281022	2.934058946199728
V2	385046	8	3.8719999790191655	3.760309372979648	0.5769473266601562	7.129173404517294	2.46546072785293
V2	385046	9	5.813318252563477	2.624875432386751	0.5168984985351562	3.7645247994575817	1.6006071722763522
V3	385046	0	NaN	NaN	NaN	NaN	NaN
V3	385046	1	0.1445204466581344	27.199109015590626	0.2017377090454101	36.26663169879802	18.27578450088352
V3	385046	2	0.2290562093257904	26.13699712779508	0.2544212341308594	45.94724255594553	12.794105855670391
V3	385046	3	0.3535960614681244	20.792104680113543	0.3638210296630859	32.52925679394659	12.030244007285958
V3	385046	4	0.5824000239372253	11.730406847286153	0.345076789855957	19.700535766751724	9.41236149499461
V3	385046	5	0.9397383332252502	12.680775091332524	0.4429551315307617	22.9791631359586	7.805947602677383
V3	385046	6	1.4759564399719238	9.359308780353482	0.4892137145996094	14.392927317943665	3.9361874463402566
V3	385046	7	2.3904356956481934	4.651100155024359	0.557372932434082	9.71484305112454	2.6341679628643004
V3	385046	8	3.899018526077272	3.513768898321678	0.5062947082519531	7.0659628147796925	2.0008898995053626
V3	385046	9	6.256887435913086	2.6160125654001445	0.3842758560180664	5.655434605012789	1.7032506776581515
V1	536647	0	NaN	NaN	NaN	NaN	NaN
V1	536647	1	0.1560799926519394	5.668996891655757	0.0587837123870849	6.102219610244619	5.437153361598452
V1	536647	2	0.1935609728097916	7.483194493626047	0.1102980422973632	14.757379076836772	4.646178654554597
V1	536647	3	0.3285283148288727	16.68041780411916	0.1403571987152099	38.50983299489965	6.089308578737967
V1	536647	4	0.5951234102249146	12.32091228495812	0.3392800140380859	21.11420579076329	4.901358134531065
V1	536647	5	0.8027786612510681	6.832218972899266	0.41273063659667963	19.907076446445902	1.1703991774357847
V1	536647	6	1.4689722061157229	4.620762264059343	0.4083998107910156	8.700567530350675	2.1096883197178173
V1	536647	7	2.480234384536743	3.822079649041304	0.4376443099975586	5.747030191916197	2.057729083640613
V1	536647	8	3.9366385936737056	3.382598457580161	0.4714133834838867	8.186743820999624	1.2600475157598752
V1	536647	9	5.707710742950439	1.948029670707088	0.4574494934082031	3.2339801958909846	0.6880251447147036
V2	536647	0	0.0881600007414817	14.900512052405702	0.0519638061523437	16.525269980834512	12.972671777538093
V2	536647	1	0.1560799926519394	27.161836799344385	0.0587837123870849	47.59249764426996	21.493861465539688
V2	536647	2	0.2240000069141388	19.579490650005628	0.099646987915039	27.72898697403836	3.743475356018697
V2	536647	3	0.3752602934837341	11.691244800035562	0.16945736885070795	21.10190472118484	5.623458041262245
V2	536647	4	0.5566275119781494	11.850543979519248	0.2795952606201172	20.25317157563779	4.896930112773632
V2	536647	5	0.9117557406425476	7.720980669126934	0.4344111633300781	14.32429613068508	4.42349682758938
V2	536647	6	1.517287015914917	6.911788145071308	0.3805951118469238	11.017975109061144	3.190533375659688
V2	536647	7	2.5901670455932617	4.861581235604093	0.4254022216796875	12.554005625395003	2.0627607747492016
V2	536647	8	3.699346780776978	2.9157207504120826	0.4322829437255859	5.359037135714221	1.1600009733595842
V2	536647	9	6.167113780975342	2.4443492655128773	0.4636593627929687	4.394910414397825	0.8444899232276819
V3	536647	0	NaN	NaN	NaN	NaN	NaN
V3	536647	1	NaN	NaN	NaN	NaN	NaN
V3	536647	2	0.2497443109750747	18.930354105793217	0.2922745895385742	25.774459055229062	14.19136517138499
V3	536647	3	0.367713063955307	16.11349085206031	0.317833251953125	23.59548125957885	10.263830881250044
V3	536647	4	0.5452342629432678	13.671666146135902	0.3303957748413086	21.581084269384466	2.212334764410575
V3	536647	5	0.977546751499176	8.590520809643829	0.4560311889648437	18.303855608866293	2.182876001184257
V3	536647	6	1.422516942024231	5.283940976990949	0.4812246704101562	16.924545191166324	1.1583372579061189
V3	536647	7	2.2864673137664795	4.456937596014569	0.5257043838500977	15.667218907748769	1.829586271013656
V3	536647	8	3.939606189727783	2.211283186877597	0.5497801971435546	4.631716314800141	0.9956828829341594
V3	536647	9	5.511503696441651	3.075419478778564	0.5324156188964844	5.448273175422958	0.903966624107771
V1	638049	0	NaN	NaN	NaN	NaN	NaN
V1	638049	1	0.1215958669781684	8.247360842578116	0.122415657043457	10.181017235155624	6.873302863546218
V1	638049	2	0.228572741150856	9.648003019452863	0.1369172954559326	18.19754035167486	2.6800403263086023
V1	638049	3	0.3434931337833404	10.972616399754148	0.2000910568237304	20.410841397567392	1.1561269307897375
V1	638049	4	0.6141724586486816	9.716136103523748	0.363509407043457	21.513353104398988	0.9319523174849637
V1	638049	5	0.9205933809280396	7.542109399241258	0.452472038269043	15.524172917722828	1.7730873197906385
V1	638049	6	1.508802890777588	6.638811234516224	0.5451115798950195	15.224689073260574	1.658847231793072
V1	638049	7	2.4312870502471924	3.5260920858409266	0.5451614761352539	5.746016910028671	1.7233528841284684
V1	638049	8	3.9741506576538086	2.317851612175581	0.5295820236206055	5.091073274843363	0.8615965636636921
V1	638049	9	5.647536277770996	1.8328742875172623	0.4923798370361328	4.276375919351116	0.7337064628604444
V2	638049	0	NaN	NaN	NaN	NaN	NaN
V2	638049	1	0.125908151268959	8.925993042694383	0.1013101387023925	34.42369777688886	1.4499078804018617
V2	638049	2	0.2310139834880829	30.004204449535152	0.125502643585205	37.93659501531263	9.7241012227692
V2	638049	3	0.3413311839103699	29.516298757038328	0.3627507781982422	42.04976573168907	9.891791228633316
V2	638049	4	0.557911217212677	10.681495086196414	0.4255873489379883	21.468562492757822	2.8405234599539644
V2	638049	5	0.9371275901794434	8.705632207887964	0.4635825347900391	18.57674197328773	2.488732223168712
V2	638049	6	1.5295724868774414	8.087274179379609	0.5833661651611328	15.84220697499282	2.694422727324805
V2	638049	7	2.5329337120056152	3.629587320384827	0.5779986572265625	7.106751397339821	1.864229890480329
V2	638049	8	3.9226596355438232	3.1574531161865345	0.6027567291259766	5.4680319622626	1.4374035365578923
V2	638049	9	5.794251918792725	2.1654952345433167	0.5611084747314453	3.553148275342222	0.8007327929745569
V3	638049	0	0.0937725231051445	15.351628250687218	0.1434212875366211	16.75878729188417	13.05200045400157
V3	638049	1	0.1392780542373657	15.161975415818493	0.111804666519165	33.04956532111631	1.7937440457586211
V3	638049	2	0.2240000069141388	19.44950174709812	0.1510726165771484	44.47148169257621	3.467877084517543
V3	638049	3	0.3554420173168182	18.75915995048525	0.3206136703491211	33.556813178819176	4.6767865159511
V3	638049	4	0.557911217212677	14.934983633626551	0.4444929504394531	21.62485219646268	3.900288730855722
V3	638049	5	0.8946311473846436	9.24462350156957	0.51886962890625	18.032809220735302	1.9790234093714387
V3	638049	6	1.5408836603164673	5.997758427752833	0.5486693572998047	10.622316604089086	0.8373391351986903
V3	638049	7	2.3205130100250244	3.8061059663097616	0.4676760482788086	8.193979595643471	1.5971487675469
V3	638049	8	3.9250957965850826	2.3040040108501887	0.5094908905029297	4.5745218597663015	1.070703172585195
V3	638049	9	5.764641761779785	1.692730003497917	0.4084581756591797	4.049138752702681	0.7753650857430365
V1	770352	0	0.0881600007414817	28.20584152487289	0.1438690376281738	35.419499048480496	14.302023326977816
V1	770352	1	0.1375811100006103	25.40042171729356	0.2265447998046875	38.800475341893495	12.86633790785529
V1	770352	2	0.209266722202301	20.9647542657055	0.2801276397705078	30.68670136627854	10.176303425020626
