prf_dist	geo_dist	prf_ecc	prf_r2	hemi	roi	subject	pRF_CM
2.5752350540455096	17.192503109574318	0.7602149	0.59592366	rh	V1	111312	6.676090822298387
2.4079720880320723	17.039991483092308	0.9880843	0.47292507	rh	V1	111312	7.07649044928022
2.4079720880320723	17.017261065542698	0.9880843	0.47292507	rh	V1	111312	7.06705079769016
2.4079720880320723	16.91465835273266	0.9880843	0.47292507	rh	V1	111312	7.024441203783326
2.4079720880320723	16.895712852478027	0.9880843	0.47292507	rh	V1	111312	7.016573379920752
2.4079720880320723	16.905999928712845	0.9880843	0.47292507	rh	V1	111312	7.0208454710658055
2.546194652540944	20.889103546738625	0.92434365	0.55683917	rh	V1	111312	8.204048157077308
2.546194652540944	20.663687735795975	0.92434365	0.55683917	rh	V1	111312	8.115517686432536
2.546194652540944	20.508079022169113	0.92434365	0.55683917	rh	V1	111312	8.054403461142819
2.546194652540944	20.675679489970207	0.92434365	0.55683917	rh	V1	111312	8.120227363346775
2.546194652540944	20.350054427981377	0.92434365	0.55683917	rh	V1	111312	7.992340415793933
2.546194652540944	20.395448997616768	0.92434365	0.55683917	rh	V1	111312	8.010168813002329
2.5565704056255725	17.468871012330055	0.78808075	0.6634786	rh	V1	111312	6.83293171738627
2.5565704056255725	17.172170117497444	0.78808075	0.6634786	rh	V1	111312	6.716877454151532
2.2808781880457345	16.963241443037987	1.2211055	0.6249232	rh	V1	111312	7.4371536068623465
2.5752350540455096	17.633548326790333	0.7602149	0.59592366	rh	V1	111312	6.847354884785873
2.5752350540455096	17.38069561123848	0.7602149	0.59592366	rh	V1	111312	6.749168618194543
2.2808781880457345	17.178019672632217	1.2211055	0.6249232	rh	V1	111312	7.531318315315389
2.2808781880457345	16.914426118135452	1.2211055	0.6249232	rh	V1	111312	7.415751620049381
2.2808781880457345	16.97489123046398	1.2211055	0.6249232	rh	V1	111312	7.442261195460041
2.6365204059558573	17.79506427049637	0.6125925	0.6424776	rh	V1	111312	6.749450613125392
2.5752350540455096	17.598609663546085	0.7602149	0.59592366	rh	V1	111312	6.833787710329561
2.5752350540455096	17.302067555487156	0.7602149	0.59592366	rh	V1	111312	6.718636238003536
2.2808781880457345	17.09233544766903	1.2211055	0.6249232	rh	V1	111312	7.49375198432399
2.2808781880457345	17.207586258649826	1.2211055	0.6249232	rh	V1	111312	7.544281123313014
2.2808781880457345	17.09237366914749	1.2211055	0.6249232	rh	V1	111312	7.4937687416759005
2.6365204059558573	17.812613114714622	0.6125925	0.6424776	rh	V1	111312	6.7561066754788675
2.5752350540455096	17.534167781472206	0.7602149	0.59592366	rh	V1	111312	6.808764020949189
2.5752350540455096	17.309832528233528	0.7602149	0.59592366	rh	V1	111312	6.721651486158913
2.5752350540455096	17.08812226355076	0.7602149	0.59592366	rh	V1	111312	6.635558271353345
2.4079720880320723	16.989963069558144	0.9880843	0.47292507	rh	V1	111312	7.055714289214739
2.4079720880320723	16.634569078683853	0.9880843	0.47292507	rh	V1	111312	6.908123711798728
2.5926646248976337	17.685034729540348	0.6111819	0.60454917	rh	V1	111312	6.821181019600099
2.5926646248976337	17.404456607997417	0.6111819	0.60454917	rh	V1	111312	6.712961036634114
2.5752350540455096	17.184569396078587	0.7602149	0.59592366	rh	V1	111312	6.673010049736183
2.4079720880320723	16.82340505719185	0.9880843	0.47292507	rh	V1	111312	6.986544877661295
2.4079720880320723	16.66854751110077	0.9880843	0.47292507	rh	V1	111312	6.922234520053439
2.4079720880320723	16.433888271450996	0.9880843	0.47292507	rh	V1	111312	6.824783540112243
2.5926646248976337	17.605159714818	0.6111819	0.60454917	rh	V1	111312	6.79037294131828
2.5926646248976337	17.363591693341732	0.6111819	0.60454917	rh	V1	111312	6.6971992931894535
2.5926646248976337	16.9175106883049	0.6111819	0.60454917	rh	V1	111312	6.5251442573189955
2.4079720880320723	16.66138756275177	0.9880843	0.47292507	rh	V1	111312	6.919261085110159
2.4079720880320723	16.271258145570755	0.9880843	0.47292507	rh	V1	111312	6.757245329562156
2.4079720880320723	16.361947879195213	0.9880843	0.47292507	rh	V1	111312	6.794907615630669
2.7879253771373915	23.08958476781845	0.2812127	0.14717716	rh	V1	111312	8.281995263275864
2.7879253771373915	22.89527164399624	0.2812127	0.14717716	rh	V1	111312	8.21229715535099
2.7879253771373915	22.335457757115364	0.2812127	0.14717716	rh	V1	111312	8.01149770373307
2.791159508975996	21.743788212537766	0.30276003	0.4010669	rh	V1	111312	7.790234897938526
2.5926646248976337	16.980097994208336	0.6111819	0.60454917	rh	V1	111312	6.549284404603145
2.4857538515385382	16.70387028157711	0.858804	0.5660141	rh	V1	111312	6.719840852801406
2.4857538515385382	16.544212594628334	0.858804	0.5660141	rh	V1	111312	6.6556117712091325
2.4079720880320723	16.307914912700653	0.9880843	0.47292507	rh	V1	111312	6.7724684159559265
2.7879253771373915	22.794787377119064	0.2812127	0.14717716	rh	V1	111312	8.176254488032416
2.7879253771373915	22.38740272819996	0.2812127	0.14717716	rh	V1	111312	8.0301298276452
2.784083304048598	21.824723973870277	0.31719708	0.2312845	rh	V1	111312	7.839105942747075
2.784083304048598	21.14079536497593	0.31719708	0.2312845	rh	V1	111312	7.593449281576131
2.4857538515385382	16.546960271894932	0.858804	0.5660141	rh	V1	111312	6.656717141020748
2.4857538515385382	16.39435701072216	0.858804	0.5660141	rh	V1	111312	6.595326001637289
2.4857538515385382	16.199773229658604	0.858804	0.5660141	rh	V1	111312	6.517046416173459
2.7879253771373915	22.226140826940536	0.2812127	0.14717716	rh	V1	111312	7.972286851437205
2.784083304048598	21.65880724787712	0.31719708	0.2312845	rh	V1	111312	7.779511200825423
2.784083304048598	21.016736805438995	0.31719708	0.2312845	rh	V1	111312	7.548889350716114
2.751939058777111	20.33080905675888	0.23572771	0.5343007	rh	V1	111312	7.387812238034572
2.769600821128733	19.675315856933594	0.32717007	0.37734473	rh	V1	111312	7.104025860634691
2.4857538515385382	16.43795220553875	0.858804	0.5660141	rh	V1	111312	6.612864019244949
2.4857538515385382	16.121397152543068	0.858804	0.5660141	rh	V1	111312	6.485516312310993
2.4857538515385382	16.02635481953621	0.858804	0.5660141	rh	V1	111312	6.447281499580829
2.691935077589018	22.14344234764576	0.23382981	0.27251524	rh	V1	111312	8.225845612695135
2.691935077589018	21.323261633515358	0.23382981	0.27251524	rh	V1	111312	7.921164893996309
2.784083304048598	20.89724625647068	0.31719708	0.2312845	rh	V1	111312	7.50597017915449
2.769600821128733	20.117377638816833	0.32717007	0.37734473	rh	V1	111312	7.2636379529300275
2.769600821128733	19.152003169059753	0.32717007	0.37734473	rh	V1	111312	6.915077083655137
2.742992618878804	18.590054273605347	0.2826844	0.5925241	rh	V1	111312	6.777289208019822
2.691935077589018	20.807703033089638	0.23382981	0.27251524	rh	V1	111312	7.729645193273262
2.784083304048598	20.562711864709854	0.31719708	0.2312845	rh	V1	111312	7.385810559191126
2.7378563867890713	20.1090304851532	0.18212144	0.21093118	rh	V1	111312	7.344808362551425
2.769600821128733	19.30944335460663	0.32717007	0.37734473	rh	V1	111312	6.971922887695126
2.7379350921274366	18.158458277583122	0.33952832	0.47927064	rh	V1	111312	6.632172665376664
2.7379350921274366	17.492971688508987	0.33952832	0.47927064	rh	V1	111312	6.3891111731639185
2.7378563867890713	20.451397076249123	0.18212144	0.21093118	rh	V1	111312	7.469857504189364
2.7378563867890713	19.91842170059681	0.18212144	0.21093118	rh	V1	111312	7.275188646383648
2.769600821128733	19.349574342370033	0.32717007	0.37734473	rh	V1	111312	6.986412697005282
2.769600821128733	18.734118849039078	0.32717007	0.37734473	rh	V1	111312	6.764194574943875
2.7379350921274366	18.18182745575905	0.33952832	0.47927064	rh	V1	111312	6.640707994882145
2.7379350921274366	17.646002039313316	0.33952832	0.47927064	rh	V1	111312	6.44500378772748
2.7172469692993824	19.51728557050228	0.2738067	0.14371407	rh	V1	111312	7.182742603457439
2.7172469692993824	19.31103126704693	0.2738067	0.14371407	rh	V1	111312	7.106836988036499
2.7172469692993824	18.670230209827423	0.2738067	0.14371407	rh	V1	111312	6.8710096729416446
2.7379350921274366	17.947856962680817	0.33952832	0.47927064	rh	V1	111312	6.555252903652632
